75	119	294	337
190	160	273	235
188	161	238	246
185	156	310	328
188	159	290	260
156	86	347	338
134	145	264	324
182	163	226	263
189	161	225	230
228	199	309	338
192	161	221	201
27	165	341	364
80	122	248	281
132	60	493	337
304	216	351	326
189	127	304	243
204	122	358	327
191	160	215	192
15	64	223	286
211	171	311	233
308	0	638	70
